	TopicalFocus	Date	Name	Volume/Issue	DOI/link	txt	pdf	Date_ann	Name_ann	Primary_Coder	A_dominant_frame	B_dominant_frame	C_dominant_frame	D_dominant_frame	E_dominant_frame	F_dominant_frame	G_dominant_frame	H_dominant_frame	A_other_frames	B_other_frames	C_other_frames	D_other_frames	E_other_frames	F_other_frames	G_other_frames	H_other_frames	Global	Urgent	Policy	Quotes?	Maud_comments	Mike_comments	Sam_comments	Noam_comments	Labels_dominant	Labels_other
262	Nature	2012	A way to buy time	491	10.1038/491637b	491637b.txt	491637b.pdf	2012	A way to buy time	Sam					1				1					1			0	1	1	Yes, energy efficiency as quick fix					E_dominant_frame	A_other_frames/F_other_frames
263	Nature	2012	America's carbon compromise	491	10.1038/491301a	491301a.txt	491301a.pdf	2012	America's carbon compromise	Maud	1												1	1			0	0	1	On carbon tax					A_dominant_frame	E_other_frames/F_other_frames
264	Nature	2012	Back to Earth	486	10.1038/486005a	486005a.txt	486005a.pdf	2012	Back to Earth	Mike						1											1	0	0	Rio+20					F_dominant_frame	
265	Nature	2012	Bolstering the link	484	10.1038/484005a	484005a.txt	484005a.pdf	2012	Bolstering the link	Maud							1							1			0	0	1						G_dominant_frame	F_other_frames
266	Nature	2012	Extreme weather	489	10.1038/489335b	489335b.txt	489335b.pdf	2012	Extreme weather	Noam							1										0	0	0	Fight CC with better models					G_dominant_frame	
267	Nature	2012	Gas and air	482	10.1038/482131b	482131b.txt	482131b.pdf	2012	Gas and air	Mike							1						1				0	0	0	Fracking					G_dominant_frame	E_other_frames
268	Nature	2012	Good advice	487	10.1038/487005b	487005b.txt	487005b.pdf	2012	Good advice	Maud								1									0	0	0						H_dominant_frame	
269	Nature	2012	Over the line	482	10.1038/482440b	482440b.txt	482440b.pdf	2012	Over the line	Sam								1									0	0	0	Yes,interesting Q of honesty in science					H_dominant_frame	
270	Nature	2012	Power cuts	490	10.1038/490005b	490005b.txt	490005b.pdf	2012	Power cuts	Maud					1				1					1			0	0	1						E_dominant_frame	A_other_frames/F_other_frames
271	Nature	2012	Reach out about climate	481	10.1038/481005a	481005a.txt	481005a.pdf	2012	Reach out about climate	Sam								1									0	0	0						H_dominant_frame	
272	Nature	2012	Social dimensions to biodiversity	488	10.1038/488429a	488429a.txt	488429a.pdf	2012	Social dimensions to biodiversity	Mike							1									1	0	0	0	Reflecting on Turnhout et al.					G_dominant_frame	H_other_frames
273	Nature	2012	Words are not enough	492	10.1038/492153a	492153a.txt	492153a.pdf	2012	Words are not enough	Noam							1										1	1	0						G_dominant_frame	
274	Nature	2013	More than hot air	499	10.1038/499005a	499005a.txt	499005a.pdf	2013	More than hot air	Maud						1						1	1				1	0	1						F_dominant_frame	D_other_frames/E_other_frames
275	Nature	2013	All together now	502	10.1038/502593a	502593a.txt	502593a.pdf	2013	All together now	Sam						1				1			1				1	0	1						F_dominant_frame	B_other_frames/E_other_frames
276	Nature	2013	Change for good	493	10.1038/493577b	493577b.txt	493577b.pdf	2013	Change for good	Noam					1				1					1			1	0	1						E_dominant_frame	A_other_frames/F_other_frames
277	Nature	2013	Climate negotiations soldier on	503	10.1038/503311a	503311a.txt	503311a.pdf	2013	Climate negotiations soldier on	Maud						1							1				1	0	1						F_dominant_frame	E_other_frames
278	Nature	2013	Damage control	494	10.1038/494148a	494148a.txt	494148a.pdf	2013	Damage control	Noam						1									1		0	0	1			Yes, keep.  It is Frame F with G as secondary	Keep. It argues the primary challenge is one of adaptation (and funding for this) as well as science. Probably F I guess	About NYC resilience to CC	F_dominant_frame	G_other_frames
279	Nature	2013	Energy crossroads	496	10.1038/496137b	496137b.txt	496137b.pdf	2013	Energy crossroads	Maud					1				1					1	1		0	0	1						E_dominant_frame	A_other_frames/F_other_frames/G_other_frames
280	Nature	2013	Hidden heat	500	10.1038/500501a	500501a.txt	500501a.pdf	2013	Hidden heat	Mike							1									1	0	0	0	The hiatus					G_dominant_frame	H_other_frames
281	Nature	2013	Plan for the future	497	10.1038/497005a	497005a.txt	497005a.pdf	2013	Plan for the future	Maud							1							1			1	0	1	We cannot manage what we cannot measure					G_dominant_frame	F_other_frames
282	Nature	2013	Realities of risk	493	10.1038/493134a	493134a.txt	493134a.pdf	2013	Realities of risk	Mike							1										0	0	0						G_dominant_frame	
283	Nature	2013	Science in schools	497	10.1038/497287b	497287b.txt	497287b.pdf	2013	Science in schools	Sam								1				1					0	0	0			Yes, I think it is Frame H.  Very clear challenge (scientists to communicate) and CC is very definitely used as key example	Is there really enough here to claim it as framing climate change?		H_dominant_frame	D_other_frames
284	Nature	2013	Shades of grey	497	10.1038/497410a	497410a.txt	497410a.pdf	2013	Shades of grey	Noam								1							1		0	0	0	Yes, on communication of science					H_dominant_frame	G_other_frames
285	Nature	2013	The cleaner state	497	10.1038/497157b	497157b.txt	497157b.pdf	2013	The cleaner state	Maud					1									1			1	0	1						E_dominant_frame	F_other_frames
286	Nature	2013	The final assessment	501	10.1038/501281a	501281a.txt	501281a.pdf	2013	The final assessment	Sam						1											0	0	0				Although about IPCC and science, the conclusion is more political/governmental action		F_dominant_frame	
287	Nature	2013	Together we stand	497	10.1038/497288a	497288a.txt	497288a.pdf	2013	Together we stand	Noam		1							1			1	1	1			1	0	0	Yes, some interesting quotes	I would frame this as B, all about Sustainable Dev and CC	I think development is central here, so Frame B with the others as secondary	CC is framed as an economic energy challenge but with energy as root cause so I think E Is dominant; I don't think there's a specific policy reference either as it's quite vague about SDGs	Ok I have settled on B. Development is the key challenge here IMO	B_dominant_frame	A_other_frames/D_other_frames/E_other_frames/F_other_frames
288	Nature	2013	Wasted energy	495	10.1038/495281a	495281a.txt	495281a.pdf	2013	Wasted energy	Sam					1												0	0	0						E_dominant_frame	
289	Nature	2013	Sink or swim?	504	10.1038/504331b	504331b.txt	504331b.pdf	2013	Sink or swim	Noam							1										1	0	0	Yes, cf. comment				"""...provide the global data sets required to understand"""	G_dominant_frame	
290	Nature	2014	A fate sealed	511	10.1038/511384a	511384a.txt	511384a.pdf	2014	A fate sealed	Mike							1										0	0	0						G_dominant_frame	
291	Nature	2014	Agree to agree	515	10.1038/515465a	515465a.txt	515465a.pdf	2014	Agree to agree	Maud						1					1		1				1	0	1						F_dominant_frame	C_other_frames/E_other_frames
292	Nature	2014	Brace for impacts	508	10.1038/508007a	508007a.txt	508007a.pdf	2014	Brace for impacts	Noam						1			1	1	1	1			1		1	0	0		I would go for B as it is all about adaptation, but happy with F too	There are lots of frames here.  One could say adaptation is Frame F institutional/management, with others secondary	Adaptation (and inequity of adaptation) is the primary challenge and G is used to support it, so B is dominant; the rest are secondary. I'm happy with ethics as a secondary frame.	I think I side with Mike on this one. To be resolved	F_dominant_frame	A_other_frames/B_other_frames/C_other_frames/D_other_frames/G_other_frames
293	Nature	2014	Cool heads needed	505	10.1038/505261b	505261b.txt	505261b.pdf	2014	Cool heads needed	Maud							1							1			0	0	1						G_dominant_frame	F_other_frames
294	Nature	2014	Copper rewired	508	10.1038/508150a	508150a.txt	508150a.pdf	2014	Copper rewired	Mike							1						1				0	0	0						G_dominant_frame	E_other_frames
295	Nature	2014	Holy cows	514	10.1038/514140a	514140a.txt	514140a.pdf	2014	Holy cows	Noam							1										0	1	0		agree	Yes, I would go for Frame G	Keep. As it frames CC as an urgent challenge for nature conservation. I'm not convinced it's a communication challenge, despite the poster child point; it's potentially more about monitoring which I guess would be G	About walruses	G_dominant_frame	
296	Nature	2014	Honest brokers	516	10.1038/516288a	516288a.txt	516288a.pdf	2014	Honest brokers	Noam						1				1		1			1		1	0	1	Yes, on collective aspect of CC					F_dominant_frame	B_other_frames/D_other_frames/G_other_frames
297	Nature	2014	Look ahead	516	10.1038/516008a	516008a.txt	516008a.pdf	2014	Look ahead	Mike						1							1		1		1	1	0						F_dominant_frame	E_other_frames/G_other_frames
298	Nature	2014	No magic fix for carbon	509	10.1038/509007a	509007a.txt	509007a.pdf	2014	No magic fix for carbon	Sam					1												0	0	0						E_dominant_frame	
299	Nature	2014	Open invitation	505	10.1038/505585b	505585b.txt	505585b.pdf	2014	Open invitation	Noam					1				1	1		1		1			1	0	1	Yes, last para especially					E_dominant_frame	A_other_frames/B_other_frames/D_other_frames/F_other_frames
300	Nature	2014	People power	512	10.1038/512347b	512347b.txt	512347b.pdf	2014	People power	Maud							1										1	0	0	Climate models must quantify society's response to climate change					G_dominant_frame	
301	Nature	2014	Storm warning 	510	10.1038/510444b	510444b.txt	510444b.pdf	2014	Storm warning 	Sam								1									0	0	0	Yes, ecopragmatism					H_dominant_frame	
302	Nature	2014	Support our buoys	505	10.1038/505585a	505585a.txt	505585a.pdf	2014	Support our buoys	Noam							1										1	0	0		Agree on G	Yes, keep as Frame G and 100	Keep. The subtitle in itself sets up the challenge of CC to be resolved through science	About monitoring the Pacific	G_dominant_frame	
303	Nature	2014	The uncertain dash for gas	516	10.1038/516007a	516007a.txt	516007a.pdf	2014	The uncertain dash for gas	Mike							1						1	1			0	0	0						G_dominant_frame	E_other_frames/F_other_frames
304	Nature	2014	The wrong kind of carbon cut	511	10.1038/511383a	511383a.txt	511383a.pdf	2014	The wrong kind of carbon cut	Maud					1				1					1			0	0	1						E_dominant_frame	A_other_frames/F_other_frames
305	Nature	2014	Warming up	514	10.1038/514005b	514005b.txt	514005b.pdf	2014	Warming up	Noam						1					1		1		1		1	1	1	Yes, interesting/sobering editorial					F_dominant_frame	C_other_frames/E_other_frames/G_other_frames
306	Nature	2015	A breath of fresh air	527	10.1038/527133a	527133a.txt	527133a.pdf	2015	A breath of fresh air	Maud						1							1				0	0	0						F_dominant_frame	E_other_frames
307	Nature	2015	A clean, green science machine	519	10.1038/519261a	519261a.txt	519261a.pdf	2015	A clean, green science machine	Mike				1										1			0	1	0						D_dominant_frame	F_other_frames
308	Nature	2015	A seismic shift	528	10.1038/528307a	528307a.txt	528307a.pdf	2015	A seismic shift	Sam						1				1			1				1	1	0	Yes					F_dominant_frame	B_other_frames/E_other_frames
309	Nature	2015	A shift in climate	526	10.1038/526293a	526293a.txt	526293a.pdf	2015	A shift in climate	Maud								1							1		1	0	0	IPCC needs to engage with the public					H_dominant_frame	G_other_frames
310	Nature	2015	Decoupled ideals	520	10.1038/520407b	520407b.txt	520407b.pdf	2015	Decoupled ideals	Sam					1					1							1	0	0				Although this appears to be about Sus Devt it's led by energy innovation first		E_dominant_frame	B_other_frames
311	Nature	2015	Deep mysteries	517	10.1038/517244a	517244a.txt	517244a.pdf	2015	Deep mysteries	Noam							1										0	0	0			Agree.  Keep this one	Keep. Yes I think there's just enough on how CC understanding can be improved through more science	CC woven into discussion on ocean research	G_dominant_frame	
312	Nature	2015	Dirty money	521	10.1038/521006a	521006a.txt	521006a.pdf	2015	Dirty money	Sam	1												1				0	0	0	Yes, critique of divestment (is that policy?)					A_dominant_frame	E_other_frames
313	Nature	2015	Future-proofing	528	10.1038/528164a	528164a.txt	528164a.pdf	2015	Future-proofing	Mike				1										1			1	0	0						D_dominant_frame	F_other_frames
314	Nature	2015	Goals Galore	526	10.1038/526006a	526006a.txt	526006a.pdf	2015	Goals Galore	Noam						1				1				1			1	0	1			Yes, keep.  Frames B and E are swecondary	Keep. It sets up CC as a political institutional challenge i.e. F.	Not sure it should be part of the corpus and not sure how to code	F_dominant_frame	B_other_frames/F_other_frames
315	Nature	2015	Hope from the Pope	522	10.1038/522391a	522391a.txt	522391a.pdf	2015	Hope from the Pope	Maud								1									1	1	1	Pope/Public outreach					H_dominant_frame	
316	Nature	2015	No strings	518	10.1038/518456a	518456a.txt	518456a.pdf	2015	No strings	Maud								1				1					0	0	0		reframed as H	Frame H as primary, D as secondary.  But it is rather marginal to keep?	Climate change barely framed as an issue, but transparency is key, so I think H is the implied challenge.		H_dominant_frame	D_other_frames
317	Nature	2015	The right climate	522	10.1038/522255b	522255b.txt	522255b.pdf	2015	The right climate	Noam								1	1			1		1			1	0	1	Yes, on Republicans and CC					H_dominant_frame	A_other_frames/D_other_frames/F_other_frames
318	Nature	2015	The way forward is through Paris	527	10.1038/527409a	527409a.txt	527409a.pdf	2015	The way forward is through Paris	Noam						1				1		1	1				1	1	1	Yes, on need for int. agreeement					F_dominant_frame	B_other_frames/D_other_frames/E_other_frames
319	Nature	2015	Tough targets	522	10.1038/522128a	522128a.txt	522128a.pdf	2015	Tough targets	Sam		1							1				1				1	0	0						B_dominant_frame	A_other_frames/E_other_frames
320	Nature	2015	Tree cheers	520	10.1038/520005b	520005b.txt	520005b.pdf	2015	Tree cheers	Mike	1													1			1	0	0	REDD+					A_dominant_frame	F_other_frames
321	Nature	2015	Prepare farms for the future	523	10.1038/523381a	523381a.txt	523381a.pdf	2015	Prepare arms for the future	Mike							1							1		1	0	0	0	Climate services and 'inevitable uncertainty'					G_dominant_frame	F_other_frames/H_other_frames
322	Nature	2015	Senate vs science	517	10.1038/517527b	517527b.txt	517527b.pdf	2015	Senate vs. science	Sam						1			1				1			1	0	0	0						F_dominant_frame	A_other_frames/E_other_frames/H_other_frames
323	Nature	2016	Blue Future	529	10.1038/529255b	529255b.txt	529255b.pdf	2016	Blue Future	Maud					1									1			0	0	0						E_dominant_frame	F_other_frames
324	Nature	2016	Climate changes	530	10.1038/530382a	530382a.txt	530382a.pdf	2016	Climate changes	Mike						1											1	0	0	Paris outcome					F_dominant_frame	
325	Nature	2016	Energy hit	534	10.1038/534152a	534152a.txt	534152a.pdf	2016	Energy hit	Maud					1				1					1			0	0	0						E_dominant_frame	A_other_frames/F_other_frames
326	Nature	2016	Future present	531	10.1038/531007b	531007b.txt	531007b.pdf	2016	Future present	Mike							1										0	0	0						G_dominant_frame	
327	Nature	2016	Green growth	530	10.1038/530006a	530006a.txt	530006a.pdf	2016	Green growth	Sam							1						1				0	0	1				I think this counts as policy as it's about specific university investments		G_dominant_frame	E_other_frames
328	Nature	2016	Green sky thinking	530	10.1038/530253a	530253a.txt	530253a.pdf	2016	Green sky thinking	Noam					1				1				1	1			1	0	0	Regulating aviation & CC	E as dominant, A & F as secondary	I would frame as E first, A and F as secondary	Tricky one; technology framed as insufficient; so I think A is therefore dominant. I'm not sure this is specific enought to warrant a 1 for policy.	Go for E as dominant! And removed policy	E_dominant_frame	A_other_frames/E_other_frames/F_other_frames
329	Nature	2016	Outside the bubble 	530	10.1038/530130b	530130b.txt	530130b.pdf	2016	Outside the bubble 	Maud					1									1	1		1	0	0	Large scale CSS as the solution					E_dominant_frame	F_other_frames/G_other_frames
330	Nature	2016	The maximum climate ambition needs a firm research backing	537	10.1038/537585b	537585b.txt	537585b.pdf	2016	Climate Ambition	Sam							1						1				1	0	0	Yes (1.5 target)					G_dominant_frame	E_other_frames
331	Science	1966	Peaceful Uses of the Earth	152 (3719)	10.1126/science.152.3719.159 	152.3719.159.txt	152.3719.159.pdf	1966	Peaceful Uses of the Earth	All							1						1				1	0	0	Yes					G_dominant_frame	E_other_frames
332	Science	1966	Factors Favoring Nuclear Power	152 (3723)	10.1126/science.152.3723.703 	152.3723.703.txt	152.3723.703.pdf	1966	Nuclear Power	Noam					1												0	0	0	Yes					E_dominant_frame	
333	Science	1967	Global Weather	155 (3759)	10.1126/science.155.3759.153 	155.3759.153.txt	155.3759.153.pdf	1967	Global Weather	Maud							1										1	0	0						G_dominant_frame	
334	Science	1970	Will the World Come to a Horrible End?	170 (3954)	10.1126/science.170.3954.125 	170.3954.125.txt	170.3954.125.pdf	1970	Will the World	Maud							1									1	0	0	0	On the resp of scientist to speak or remain silent					G_dominant_frame	H_other_frames
335	Science	1972	Limits to Growth	175 (4027)	10.1126/science.175.4027.1197 	175.4027.1197.txt	175.4027.1197.pdf	1972	Limits to Growth	Mike		1															0	0	0			About the Meadows et al. report and only one mention of CO2 content			B_dominant_frame	
336	Science	1974	Global Effects of Man's Production of Energy	186 (4160)	10.1126/science.186.4160.205 	186.4160.205.txt	186.4160.205.pdf	1974	Global Effects of Man's	Sam							1						1				1	0	0				Wants to see an institute set up - not sure whether that quite counts as policy solution?		G_dominant_frame	E_other_frames
337	Science	1975	The Ford Budget: New Signals for Science?	187 (4178)	10.1126/science.187.4178.705	187.4178.705.txt	187.4178.705.pdf	1975	The Ford Budget	Mike							1				1						0	0	0						G_dominant_frame	C_other_frames
338	Science	1976	A New Window on our planet	194 (4260)	10.1126/science.194.4260.15 	194.4260.15.txt	194.4260.15.pdf	1976	A New Window on our planet	Noam							1										0	0	0						G_dominant_frame	
339	Science	1976	Energy from Biomass	191 (4233)	10.1126/science.191.4233.1221 	191.4233.1221.txt	191.4233.1221.pdf	1976	Energy from Biomass	Maud							1										1	0	0						G_dominant_frame	
340	Science	1977	Energy and Climate	197 (4307)	10.1126/science.197.4307.941 	197.4307.941.txt	197.4307.941.pdf	1977	Energy and Climate	Sam							1						1				1	0	0						G_dominant_frame	E_other_frames
341	Science	1977	Unfreezing the Future	195 (4281)	10.1126/science.195.4281.825 	195.4281.825.txt	195.4281.825.pdf	1977	Unfreezing the Future	All					1												0	0	0	Yes					E_dominant_frame	
342	Science	1978	Research Opportunities in Fossil Fuels	199 (4324)	10.1126/science.199.4324.9 	199.4324.9.txt	199.4324.9.pdf	1978	Research opportunities	Noam					1												0	0	0						E_dominant_frame	
343	Science	1978	Organization of the Climate Program	200 (4337)	10.1126/science.200.4337.9 	200.4337.9.txt	200.4337.9.pdf	1978	Organisation of the Climate	Mike							1										0	0	0	Yes					G_dominant_frame	
344	Science	1979	Bio-energy	204 (4398)	10.1126/science.204.4398.1161 	204.4398.1161.txt	204.4398.1161.pdf	1979	Bio-energy	Sam					1												0	0	0				Remove? Although last sentence states energy transitions might help if CO2 problem proves significant, the thrust of the article is to carry on with energy transitions (regardless of climate change)		E_dominant_frame	
345	Science	1979	Science and Public Understanding	204 (4395)	10.1126/science.204.4395.797 	204.4395.797.txt	204.4395.797.pdf	1979	Science and the Public 	Mike								1									0	0	0	Yes					H_dominant_frame	
346	Science	1982	Ten Years After Stockholm	216 (4546)	10.1126/science.216.4546.569 	216.4546.569.txt	216.4546.569.pdf	1982	10 Years after Stockholm	All							1										0	0	0						G_dominant_frame	
347	Science	1983	Carbon Dioxide Emissions	222 (4626)	10.1126/science.222.4626.879 	222.4626.879.txt	222.4626.879.pdf	1983	Carbon Dioxide Emissions	Sam					1										1		0	0	1	Yes, nice EM quote			Makes a specific technological innovation an example of solution - policy?		E_dominant_frame	G_other_frames
348	Science	1985	Oceanography from space	228 (4696)	10.1126/science.228.4696.133 	228.4696.133.txt	228.4696.133.pdf	1985	Oceanography from space	Maud							1										0	0	0						G_dominant_frame	
349	Science	1986	Greenhouse Role of Trace Gases	231 (4743)	10.1126/science.231.4743.1233 	231.4743.1233.txt	231.4743.1233.pdf	1986	Greenhouse Role of Trace Gases	Mike							1										0	0	0						G_dominant_frame	
350	Science	1986	The International Geosphere-Biosphere Program	234 (4777)	10.1126/science.234.4777.657 	234.4777.657.txt	234.4777.657.pdf	1986	The International Geosphere-	Noam							1							1			1	0	0						G_dominant_frame	F_other_frames
351	Science	1988	For Whom the Bell Tolls	241 (4872)	10.1126/science.241.4872.1405 	241.4872.1405.txt	241.4872.1405.pdf	1988	For Whom the Bell Tolls	Noam				1													1	0	0						D_dominant_frame	
352	Science	1988	Science Advice to the President	242 (4885)	10.1126/science.242.4885.1489 	242.4885.1489.txt	242.4885.1489.pdf	1988	Science Advice to POTUS	Sam							1						1				0	0	0	Yes					G_dominant_frame	E_other_frames
353	Science	1988	Space Science: Past and Future	241 (4864)	10.1126/science.241.4864.397 	241.4864.397.txt	241.4864.397.pdf	1988	Space Science, Past and future	Sam							1										0	0	0				Remove? Reason being it's really about satellites, not focused on framing climate change as any kind of issue		G_dominant_frame	
354	Science	1989	Climate and water	243 (4890)	10.1126/science.243.4890.461 	243.4890.461.txt	243.4890.461.pdf	1989	Climate and water	Noam							1			1							0	0	0	Yes					G_dominant_frame	B_other_frames
355	Science	1989	Earth observations from space	244 (4907)	10.1126/science.244.4907.901 	244.4907.901.txt	244.4907.901.pdf	1989	Earth observations from space	Sam							1										1	0	0						G_dominant_frame	
356	Science	1989	Issues in atmospheric science	243 (4892)	10.1126/science.243.4892.709 	243.4892.709.txt	243.4892.709.pdf	1989	Issues in atmospheric science	Noam							1										0	1	0						G_dominant_frame	
357	Science	1989	Progress in energy R&D	244 (4902)	10.1126/science.244.4902.273 	244.4902.273.txt	244.4902.273.pdf	1989	Progress in energy R&D	Mike					1												0	0	0			This is really about the energy crunch - only one side-mention of the greenhouse efect			E_dominant_frame	
358	Science	1989	Solar Power and priorities	245 (4920)	10.1126/science.245.4920.805 	245.4920.805.txt	245.4920.805.pdf	1989	Solar Power and priorities	Sam					1						1			1			1	1	0	Yes, funny last sentence					E_dominant_frame	C_other_frames/F_other_frames
359	Science	1989	A Tax on Sin: The Six-Cylinder Car	243 (4889)	10.1126/science.243.4889.281 	243.4889.281.txt	243.4889.281.pdf	1989	A tax on sin, the six-cylinder	Mike	1											1					0	0	1						A_dominant_frame	D_other_frames
360	Science	1989	Technology and Environment	246 (4929)	10.1126/science.246.4929.429 	246.4929.429.txt	246.4929.429.pdf	1989	Technology & Environment	All					1												0	0	0						E_dominant_frame	
361	Science	1989	The Arctic: A Key to World Climate	243 (4893)	10.1126/science.243.4893.873 	243.4893.873.txt	243.4893.873.pdf	1989	The Arctic, A key to world climate	Mike							1										0	0	0						G_dominant_frame	
362	Science	1990	Applications of fuel cells	248 (4962)	10.1126/science.248.4962.1469 	248.4962.1469.txt	248.4962.1469.pdf	1990	Applications of fuel cells	Maud					1									1	1		0	0	0						E_dominant_frame	F_other_frames/G_other_frames
363	Science	1990	Clean Coal Technology	250 (4986)	10.1126/science.250.4986.1317 	250.4986.1317.txt	250.4986.1317.pdf	1990	Clean Coal Technology	Maud					1									1	1		0	0	0						E_dominant_frame	F_other_frames/G_other_frames
364	Science	1990	Global change	249 (4973)	10.1126/science.249.4973.1085 	249.4973.1085.txt	249.4973.1085.pdf	1990	Global change	Mike							1						1				1	0	0						G_dominant_frame	E_other_frames
365	Science	1990	Planetary fluids	248 (4953)	10.1126/science.248.4953.281 	248.4953.281.txt	248.4953.281.pdf	1990	Planetary fluids	Noam							1										0	0	0						G_dominant_frame	
366	Science	1990	Uncertainties About Global Warming	247 (4950)	10.1126/science.247.4950.1529 	247.4950.1529.txt	247.4950.1529.pdf	1990	Uncertainties about GW	Sam					1										1		0	0	0				Although it appears mostly about science, even appearing slightly skeptical, it's really framed as an energy issue. NB: I don't think this is quite specific enough to count as policy.		E_dominant_frame	G_other_frames
367	Science	1991	Increased Use of Renewable Energy	253 (5024)	10.1126/science.253.5024.1073 	253.5024.1073.txt	253.5024.1073.pdf	1991	Increased Use of Renewable 	All					1				1								0	0	0	Yes					E_dominant_frame	A_other_frames
368	Science	1991	Sustainable Future for Planet Earth	253 (5016)	10.1126/science.253.5016.117 	253.5016.117.txt	253.5016.117.pdf	1991	Sustainable Future for Planet	Maud								1				1					1	0	0						H_dominant_frame	D_other_frames
369	Science	1992	Automotive fuel efficiency	257 (5076)	10.1126/science.257.5076.1459 	257.5076.1459.txt	257.5076.1459.pdf	1992	Automotive fuel efficiency	Mike					1												0	0	0			CO2 only mentioned briefly; really about car engine efficiency			E_dominant_frame	
370	Science	1992	Failure at the Earth Summit	256 (5060)	10.1126/science.256.5060.1109 	256.5060.1109.txt	256.5060.1109.pdf	1992	Failure at the Earth Summit	Noam						1											1	1	1						F_dominant_frame	
371	Science	1992	Large Scale Measurements	256 (5055)	10.1126/science.256.5055.289 	256.5055.289.txt	256.5055.289.pdf	1992	Large Scale Measurements	Maud							1										0	0	0	Importance of measuring/monitoring/data					G_dominant_frame	
372	Science	1992	The Gas Research Institute	258 (5089)	10.1126/science.258.5089.1715 	258.5089.1715.txt	258.5089.1715.pdf	1992	The Gas Research Institute	Maud					1												0	0	0						E_dominant_frame	
373	Science	1992	Agriculture and Climate Change	257 (5066)	10.1126/science.257.5066.9 	257.5066.9.txt	257.5066.9.pdf	1992	Agriculture and CC	Sam					1												0	0	0						E_dominant_frame	
374	Science	1992	The H.R. 776 Energy Legislation	257 (5067)	10.1126/science.257.5067.143 	257.5067.143.txt	257.5067.143.pdf	1992	The HR 776 Energy Legislation	Mike						1											0	0	1						F_dominant_frame	
375	Science	1993	Evolution of Atmospheres	259 (5097)	10.1126/science.259.5097.875 	259.5097.875.txt	259.5097.875.pdf	1993	Evolution of Atmospheres	Maud							1						1				0	0	0	Measuring/monitoring					G_dominant_frame	E_other_frames
376	Science	1993	Science and society	260 (5105)	10.1126/science.260.5105.143 	260.5105.143.txt	260.5105.143.pdf	1993	Science and society	Sam								1	1						1		0	0	0				Remove? I don't think this frames climate change so much as it frames a rationale for scientific funding and communication		H_dominant_frame	A_other_frames/G_other_frames
377	Science	1995	Multifaceted chemistry	270 (5241)	10.1126/science.270.5241.1417 	270.5241.1417.txt	270.5241.1417.pdf	1995	Multifaceted chemistry	All					1										1		0	0	0						E_dominant_frame	G_other_frames
378	Science	1995	Renewable liquid fuels	268 (5213)	10.1126/science.268.5213.955 	268.5213.955.txt	268.5213.955.pdf	1995	Renewable liquid fuels	Noam					1				1								0	0	1						E_dominant_frame	A_other_frames
379	Science	1996	The Metaphor of Distributed Intelligence	272 (5259)	10.1126/science.272.5259.177 	272.5259.177.txt	272.5259.177.pdf	1996	The metaphor of distributed	Maud							1										0	0	0	Al Gore					G_dominant_frame	
380	Science	1997	Kyoto and beyond	278 (5344)	10.1126/science.278.5344.1691 	278.5344.1691.txt	278.5344.1691.pdf	1997	Kyoto and beyond	Sam						1			1							1	1	1	0				Think this is a genuine F - although other themes are referenced, it's really about the need for good institutions in a wide array of areas		F_dominant_frame	A_other_frames/H_other_frames
381	Science	1997	The scientific underpinning of policy	277 (5325)	10.1126/science.277.5325.457 	277.5325.457.txt	277.5325.457.pdf	1997	The scientific underpinning of	Mike		1															1	0	0						B_dominant_frame	
382	Science	1997	Constraints on Greenhouse Gas Emission	278 (5339)	10.1126/science.278.5339.783 	278.5339.783.txt	278.5339.783.pdf	1997	Constraints on Greenhouse gas	Noam		1							1				1				1	0	1						B_dominant_frame	A_other_frames/E_other_frames
383	Science	1999	A responsible energy future	285 (5428)	10.1126/science.285.5428.662 	285.5428.662.txt	285.5428.662.pdf	1999	A responsible energy future	Noam					1				1								1	0	1						E_dominant_frame	A_other_frames
384	Science	2000	Sustainable Consumption	287 (5462)	10.1126/science.287.5462.2419 	287.5462.2419.txt	287.5462.2419.pdf	2000	Sustainable Consumption	Mike	1									1			1				1	0	0	Yes					A_dominant_frame	B_other_frames/E_other_frames
385	Science	2000	Decreasing reliability of energy	290 (5493)	10.1126/science.290.5493.931 	290.5493.931.txt	290.5493.931.pdf	2000	Decreasing reliability of energy	Noam					1				1								1	0	0						E_dominant_frame	A_other_frames
386	Science	2000	Future supplies of Electricity	287 (5455)	10.1126/science.287.5455.971 	287.5455.971.txt	287.5455.971.pdf	2000	Future supplies of Electricity	Mike					1												0	0	0						E_dominant_frame	
387	Science	2000	Limiting atmospheric CO2	289 (5483)	10.1126/science.289.5483.1293 	289.5483.1293.txt	289.5483.1293.pdf	2000	Limiting atmospheric CO2	Maud					1										1		0	0	0						E_dominant_frame	G_other_frames
388	Science	2000	New climate news	290 (5494)	10.1126/science.290.5494.1091	290.5494.1091.txt	290.5494.1091.pdf	2000	New climate news	Sam						1			1				1			1	1	0	0	Yes			This warrants double checking. Although the article is all about new science, I don't think it frames climate change as a scientific challenge so much as takes that science to frame it as a governmental challenge.		F_dominant_frame	A_other_frames/E_other_frames/H_other_frames
389	Science	2001	Climate change and Bangladesh	294 (5547)	10.1126/science.294.5547.1617 	294.5547.1617.txt	294.5547.1617.pdf	2001	Climate change and Bangladesh	Maud		1										1					1	0	1						B_dominant_frame	D_other_frames
